pattern,normalized
*.YTBL,.YTBL
*.ytbn,.ytbn
*.yUixN,.yUixN
*.Yurei,.Yurei
*.yum,.yum
*.yyto,.yyto
*.yytw,.yytw
*.YYYYBJQOQDU,.YYYYBJQOQDU
*.yyza,.yyza
*.yzaq,.yzaq
*.yzoo,.yzoo
*.yzqe,.yzqe
*.Z0V,.Z0V
*.z1n,.z1n
*.z3enc,.z3enc
*.z3r0,.z3r0
*.z3zmh,.z3zmh
*.Z81928819,.Z81928819
*.z8sj2c,.z8sj2c
*.z9,.z9
*.ZABLOKOWANE,.ZABLOKOWANE
*.ZaCaPa,.ZaCaPa
*.ZaLtOn,.ZaLtOn
*.zaplat.*,.zaplat.
*.zaplat.za*,.zaplat.za
*.zaps,.zaps
*.zaqi,.zaqi
*.ZareuS,.ZareuS
*.zarik5313,.zarik5313
*.ZariqaCrypt,.ZariqaCrypt
*.zasifrovano*,.zasifrovano
*.zate,.zate
*.zatp,.zatp
*.zatrov,.zatrov
*.zax,.zax
*.ZAYKA,.ZAYKA
*.zazas,.zazas
*.zbt,.zbt
*.zbw,.zbw
*.zc3791,.zc3791
*.zcrypt,.zcrypt
*.Zekwacrypt,.Zekwacrypt
*.zemblax,.zemblax
*.zen,.zen
*.Zendaya,.Zendaya
*.zendr4,.zendr4
*.ZENEX,.ZENEX
*.Zenis*,.Zenis
*.ZeNyA,.ZeNyA
*.zeo,.zeo
*.zeon,.zeon
*.zeoticus,.zeoticus
*.zeppelin,.zeppelin
*.zepto,.zepto
*.zerofucks,.zerofucks
*.zeronine,.zeronine
*.Zeropadypt,.Zeropadypt
*.ZeroRansom,.ZeroRansom
*.ZeRy,.ZeRy
*.zes,.zes
*.ZETARINK,.ZETARINK
*.ZEUS,.ZEUS
*.zfdv,.zfdv
*.ZFX,.ZFX
*.zhen,.zhen
*.zhong,.zhong
*.zida,.zida
*.ZIEBF_4561drgf,.ZIEBF_4561drgf
*.zig,.zig
*.ziggy,.ziggy
*.zilla,.zilla
*.zimba,.zimba
*.Zimbra,.Zimbra
*.ZimbraCryptor,.ZimbraCryptor
*.ZIN,.ZIN
*.ZINO,.ZINO
*.ZinoCrypt,.ZinoCrypt
*.ZipLocker,.ZipLocker
*.zipp3rs,.zipp3rs
*.Zipper,.Zipper
*.ziqzqzdi,.ziqzqzdi
*.ziver,.ziver
*.zln,.zln
*.zlpzdel,.zlpzdel
*zn2016,zn2016
*.znsm,.znsm
*.znto,.znto
*.zobm,.zobm
*.zoeticus,.zoeticus
*.zoh,.zoh
*.Zola,.Zola
*.Zoldon,.Zoldon
*.ZoLiSoNaL,.ZoLiSoNaL
*.zollo*,.zollo
*.zombi*,.zombi
*.ZoN,.ZoN
*.zonecare,.zonecare
*.zoqw,.zoqw
*.zorin,.zorin
*.ZORN,.ZORN
*.zoro,.zoro
*.zorro,.zorro
*_anarchy,_anarchy
*_ZOSTA,_ZOSTA
*.ZoToN,.ZoToN
*.zouu,.zouu
*.ZOZL,.ZOZL
*.zpas,.zpas
*.zphs,.zphs
*.zpps,.zpps
*.zput,.zput
*.zpww,.zpww
*.zq,.zq
*.zqde,.zqde
*.zqqw,.zqqw
*.ZqVIkE,.ZqVIkE
*.zrb,.zrb
*.zsszyy,.zsszyy
*.Ztax,.Ztax
*.zteqqd,.zteqqd
*.ztsysjz,.ztsysjz
*.zuadr,.zuadr
*.Zucdxx,.Zucdxx
*.zuzya,.zuzya
*.ZV,.ZV
*.Zv7uN,.Zv7uN
*.ZW,.ZW
*.Zwbowhtlni,.Zwbowhtlni
*.zwer,.zwer
*.zxc,.zxc
*.zxcv,.zxcv
*.zxcvb,.zxcvb
*.zXz,.zXz
*.zycrypt,.zycrypt
*.zyklon,.zyklon
*.ZyNoXiOn,.ZyNoXiOn
*.zypto*,.zypto
*.Zyr,.Zyr
*.zzla,.zzla
*.zzz,.zzz
*.zzz12,.zzz12
*.zzzz,.zzzz
*.zzzzz,.zzzzz
*.zzzzzzzz,.zzzzzzzz
*.zzzzzzzzzzzzzzzzzyyy,.zzzzzzzzzzzzzzzzzyyy
*dexter,dexter
*Ransomware.txt,Ransomware.txt
*-HOW-TO-DECRYPT.txt,-HOW-TO-DECRYPT.txt
@HELP_HERE_TO_RESCUE_YOUR_FILES@.txt,@HELP_HERE_TO_RESCUE_YOUR_FILES@.txt
!!!_DECRYPT_INFO_!!!.txt,!!!_DECRYPT_INFO_!!!.txt
!!!_DECRYPT_INSTRUCTIONS_!!!.txt,!!!_DECRYPT_INSTRUCTIONS_!!!.txt
!!!_READ_ME_!!!.txt,!!!_READ_ME_!!!.txt
!!!_READ_THIS_!!!.txt,!!!_READ_THIS_!!!.txt
!!!_README_!!!.txt,!!!_README_!!!.txt
!!!ELITE_ENTERPRISE_RANSOMWARE!!!.txt,!!!ELITE_ENTERPRISE_RANSOMWARE!!!.txt
!!!HOW_TO_DECRYPT!!!.mht,!!!HOW_TO_DECRYPT!!!.mht
!!!READ_ME!!!.txt,!!!READ_ME!!!.txt
!!!READ_ME_TO_RECOVER_FILES!!!.txt,!!!READ_ME_TO_RECOVER_FILES!!!.txt
!!Restore-My-file-Kavva.txt,!!Restore-My-file-Kavva.txt
!README!.txt,!README!.txt
___RestoreYourFiles___.txt,___RestoreYourFiles___.txt
_how_recover.txt,_how_recover.txt
_Locky_recover_instructions.txt,_Locky_recover_instructions.txt
_README_TENGU.txt,_README_TENGU.txt
_README_Yurei.txt,_README_Yurei.txt
_secret_code.txt,_secret_code.txt
+README-WARNING+.txt,+README-WARNING+.txt
About_Files.txt,About_Files.txt
aboutYourFiles.*,aboutYourFiles.
APEXNOTE.txt,APEXNOTE.txt
ASSISTANCE_IN_RECOVERY.txt,ASSISTANCE_IN_RECOVERY.txt
ATTENTION!!!.txt,ATTENTION!!!.txt
bashred-reAdmE.txt,bashred-reAdmE.txt
BlackField_ReadMe.txt,BlackField_ReadMe.txt
BuP1wDecryptor@.txt,BuP1wDecryptor@.txt
c0ntact.txt,c0ntact.txt
CLEARWATER_README.txt,CLEARWATER_README.txt
Coin.Locker.txt,Coin.Locker.txt
confirmation.key,confirmation.key
Cyb3rDrag0nz_ReadMe.txt,Cyb3rDrag0nz_ReadMe.txt
CyberEvent-ReadMe.txt,CyberEvent-ReadMe.txt
DAT_INFO.txt,DAT_INFO.txt
DATA_RECOVERY.html,DATA_RECOVERY.html
Decrypt.html,Decrypt.html
decrypt_instruct*.*,decrypt_instruct.
DECRYPT_ReadMe.TXT,DECRYPT_ReadMe.TXT
DECRYPT_INSTRUCTION.HTML,DECRYPT_INSTRUCTION.HTML
DECRYPT_INSTRUCTION.TXT,DECRYPT_INSTRUCTION.TXT
DECRYPT_INSTRUCTIONS.HTML,DECRYPT_INSTRUCTIONS.HTML
DECRYPT_INSTRUCTIONS.TXT,DECRYPT_INSTRUCTIONS.TXT
DecryptAllFiles.txt,DecryptAllFiles.txt
delete.me,delete.me
elite_ransom.html,elite_ransom.html
Elons_Help.txt,Elons_Help.txt
enc_files.txt,enc_files.txt
Encrypt.html,Encrypt.html
encryptor_raas_readme_liesmich.txt,encryptor_raas_readme_liesmich.txt
FAIL_STATE_NOTIFICATION.pdf,FAIL_STATE_NOTIFICATION.pdf
Fast-Instructions.txt,Fast-Instructions.txt
FILESAREGONE.TXT,FILESAREGONE.TXT
GetFilesBack.txt,GetFilesBack.txt
Help_Decrypt.txt,Help_Decrypt.txt
HELP_DECRYPT.HTML,HELP_DECRYPT.HTML
HELP_DECRYPT.lnk,HELP_DECRYPT.lnk
HELP_DECRYPT.PNG,HELP_DECRYPT.PNG
help_decrypt_your_files.html,help_decrypt_your_files.html
HELP_DECRYPT_YOUR_FILES.txt,HELP_DECRYPT_YOUR_FILES.txt
HELP_RECOVER_FILES.txt,HELP_RECOVER_FILES.txt
HELP_RESTORE_FILES.txt,HELP_RESTORE_FILES.txt
help_recover_instructions+*.txt,help_recover_instructions+.txt
HELP_TO_DECRYPT_YOUR_FILES.txt,HELP_TO_DECRYPT_YOUR_FILES.txt
HELP_TO_SAVE_FILES.txt,HELP_TO_SAVE_FILES.txt
HELP_YOUR_FILES.TXT,HELP_YOUR_FILES.TXT
HELLOTHERE.TXT,HELLOTHERE.TXT
HELPDECRYPT.TXT,HELPDECRYPT.TXT
HELPDECYPRT_YOUR_FILES.HTML,HELPDECYPRT_YOUR_FILES.HTML
hels.readme.txt,hels.readme.txt
HiveWare-ReadMe.txt,HiveWare-ReadMe.txt
HOW_TO_BACK_FILES.html,HOW_TO_BACK_FILES.html
HOW_TO_DECRYPT_FILES.TXT,HOW_TO_DECRYPT_FILES.TXT
HOW_TO_GET_DATA_BACK.html,HOW_TO_GET_DATA_BACK.html
HOW_TO_RECOVER.txt,HOW_TO_RECOVER.txt
HOW_TO_RECOVER_DATA.html,HOW_TO_RECOVER_DATA.html
How_To_Recover_Files.txt,How_To_Recover_Files.txt
How_to_recover_your_files.txt,How_to_recover_your_files.txt
HOW_TO_RECOVERY_FILES.txt,HOW_TO_RECOVERY_FILES.txt
How_Decrypt.html,How_Decrypt.html
How_Decrypt.txt,How_Decrypt.txt
HowDecrypt.txt,HowDecrypt.txt
HowToRecoveryFiles.txt,HowToRecoveryFiles.txt
howrecover+*.txt,howrecover+.txt
howtoDecrypt.txt,howtoDecrypt.txt
howto_recover_file.txt,howto_recover_file.txt
Howto_Restore_FILES.TXT,Howto_Restore_FILES.TXT
HowToRecover.txt,HowToRecover.txt
HowtoRestore_FILES.txt,HowtoRestore_FILES.txt
IAMREADYTOPAY.TXT,IAMREADYTOPAY.TXT
IdontCareLOck.txt,IdontCareLOck.txt
IHAVEYOURSECRET.KEY,IHAVEYOURSECRET.KEY
info.hta,info.hta
INFO-DECRYPT.txt,INFO-DECRYPT.txt
info-kyj.txt,info-kyj.txt
INSTRUCCIONES_DESCIFRADO.TXT,INSTRUCCIONES_DESCIFRADO.TXT
JEFFERY_README.txt,JEFFERY_README.txt
LamiaLoader.txt,LamiaLoader.txt
last_chance.txt,last_chance.txt
LegionRoot_ReadMe.txt,LegionRoot_ReadMe.txt
LSD_README.txt,LSD_README.txt
MackDEV_README.txt,MackDEV_README.txt
MAXIMSRU.txt,MAXIMSRU.txt
message.txt,message.txt
NOTE_273.txt,NOTE_273.txt
OpenMe.txt,OpenMe.txt
OPTIMUS_readme.txt,OPTIMUS_readme.txt
Pro4etiMe_ReadMe.txt,Pro4etiMe_ReadMe.txt
R3ADM3.txt,R3ADM3.txt
Read.txt,Read.txt
READ-007.txt,READ-007.txt
READ-ME!.txt,READ-ME!.txt
READ-ME-Nullhexxx.txt,READ-ME-Nullhexxx.txt
read_it.txt,read_it.txt
READ_ME_FBI.txt,READ_ME_FBI.txt
read_me_fucking_bitch!,read_me_fucking_bitch!
READ_ME_NOW.txt,READ_ME_NOW.txt
READ_NOTE.html,READ_NOTE.html
read_this_to_decrypt_files.html,read_this_to_decrypt_files.html
read_to_decrypt_files.html,read_to_decrypt_files.html
ReadDecryptFilesHere.txt,ReadDecryptFilesHere.txt
README.yAGRTb.txt,README.yAGRTb.txt
README_NBLOCK.txt,README_NBLOCK.txt
README_NOW_ZAROK.txt,README_NOW_ZAROK.txt
README_XENTARI.txt,README_XENTARI.txt
README-GENTLEMEN.txt,README-GENTLEMEN.txt
README-NOBODY.txt,README-NOBODY.txt
README-OBSCURA.txt,README-OBSCURA.txt
README0apt.txt,README0apt.txt
readmefordecrypt.txt,readmefordecrypt.txt
READTHISNOW!!!.TXT,READTHISNOW!!!.TXT
recover.txt,recover.txt
RECOVER-README.txt,RECOVER-README.txt
RECOVER-YOUR-FILE.TXT,RECOVER-YOUR-FILE.TXT
RECOVER_DATA.html,RECOVER_DATA.html
RECOVER_INSTRUCTIONS.html,RECOVER_INSTRUCTIONS.html
RECOVER_payload.txt,RECOVER_payload.txt
RECOVER_README.txt,RECOVER_README.txt
RECOVER-FILES.html,RECOVER-FILES.html
RECOVERY_FILE*.txt,RECOVERY_FILE.txt
RECOVERY_FILE.TXT,RECOVERY_FILE.TXT
RECOVERY_ID.txt,RECOVERY_ID.txt
RECOVERY_INFO.txt,RECOVERY_INFO.txt
Recovery_Instructions.html,Recovery_Instructions.html
RECOVERY_INSTRUCTIONS.txt,RECOVERY_INSTRUCTIONS.txt
RECOVERY_KEY.txt,RECOVERY_KEY.txt
Recovery_README.html,Recovery_README.html
recoverfile*.txt,recoverfile.txt
recoveryfile*.txt,recoveryfile.txt
RecoverYourFiles.txt,RecoverYourFiles.txt
RESTORE-MY-FILES.TXT,RESTORE-MY-FILES.TXT
RESTORE_FILES_INFO.txt,RESTORE_FILES_INFO.txt
restorefiles.txt,restorefiles.txt
RETURN_DATA.html,RETURN_DATA.html
SECRET.KEY,SECRET.KEY
SECRETIDHERE.KEY,SECRETIDHERE.KEY
shrt.readme.txt,shrt.readme.txt
SM$LE-read-it.txt,SM$LE-read-it.txt
StarFire-README.txt,StarFire-README.txt
TheAnonymousGlobal_ReadMe.txt,TheAnonymousGlobal_ReadMe.txt
UFFIZI_README.html,UFFIZI_README.html
veluth.readme.txt,veluth.readme.txt
WARNING.txt,WARNING.txt
WHAT_HAPPEN_OF_MYFILE.html,WHAT_HAPPEN_OF_MYFILE.html
WHATS_HAPPEND.txt,WHATS_HAPPEND.txt
WIPED.txt,WIPED.txt
XEX_README.txt,XEX_README.txt
YouCanRecoverFiles.txt,YouCanRecoverFiles.txt
YOUR_FILES.HTML,YOUR_FILES.HTML
YOUR_FILES.url,YOUR_FILES.url
YOUR_FILES_ARE_ENCRYPTED.txt,YOUR_FILES_ARE_ENCRYPTED.txt
zelOFF.txt,zelOFF.txt
